n_customers,n_depots,avg_demand,demand_std,capacity,area_span,density,iteration,progress,best_fitness,avg_fitness,fitness_std,convergence_rate,stagnation_counter,population_diversity,dynamic_orders,avg_delay,load_imbalance,elite_ratio,improvement_rate,instance,algorithm,demo_id,alpha,beta,gamma,fitness_after,improvement
31,1,13.225806451612904,7.137857623013364,100,97.0,0.003400999043469,30,0.3,1493.3029987633386,1675.9414818208456,84.44192444924245,0.0284417043346911,5,2.2003565432897148,0,0,0,0.35,0.0,A-n32-k5,random_search,0,0.3212052461229342,0.2757028989087684,0.4515455504741955,1264.973017203729,228.3299815596099
31,1,13.225806451612904,7.137857623013364,100,97.0,0.003400999043469,40,0.4,1568.636625129201,1673.561322166085,67.49689278601907,0.0217514724621592,7,2.4915162356920173,0,0,0,0.7,0.0,A-n32-k5,random_search,1,0.3170785254320404,0.4248089739416295,0.8046731438550494,1392.9002337745765,175.73639135462486
31,1,13.225806451612904,7.137857623013364,100,97.0,0.003400999043469,5,0.05,1692.605360067037,1814.8720123874657,66.11812629999227,0.0,2,2.6545170655026005,0,0,0,0.8,0.082804723345309,A-n32-k5,random_search,2,0.6139897199738582,0.2445747174773994,0.8454965850970968,1237.7440888415797,454.86127122545736
31,1,13.225806451612904,7.137857623013364,100,97.0,0.003400999043469,50,0.5,1350.5436416058774,1647.6265609086302,115.61779307762414,0.0,13,2.3110214447792634,0,0,0,0.05,0.0,A-n32-k5,random_search,3,0.1068515995135093,0.5753912812369921,0.4041785892296694,1325.0975201776005,25.44612142827691
31,1,13.225806451612904,7.137857623013364,100,97.0,0.003400999043469,90,0.9,1258.7253064426818,1525.6601266573896,119.495450741857,0.0,19,2.1191430886405245,0,0,0,0.15,0.0,A-n32-k5,random_search,4,0.6888536788273483,0.381516664112575,0.3009548335619058,1209.3926754518084,49.33263099087344
31,1,13.225806451612904,7.137857623013364,100,97.0,0.003400999043469,90,0.9,1437.4288201100194,1611.2133919968703,93.50269699849837,0.0170564892645811,8,2.3287765315342996,0,0,0,0.35,0.0,A-n32-k5,random_search,5,0.2694646795051523,0.313262699679194,0.7070802176279084,1324.739545306055,112.68927480396404
31,1,13.225806451612904,7.137857623013364,100,97.0,0.003400999043469,60,0.6,1381.2670473933683,1574.102960163546,84.37498581554851,0.0,19,2.5246563847837646,0,0,0,0.2,0.0,A-n32-k5,random_search,6,0.1705440599386571,0.7294718441712555,0.9902317333513704,1280.478947217641,100.78810017572732
31,1,13.225806451612904,7.137857623013364,100,97.0,0.003400999043469,80,0.8,1412.787854008038,1571.541257964804,92.428189658979,0.0,19,2.3151538023179628,0,0,0,0.5,0.0,A-n32-k5,random_search,7,0.2063851950045998,0.6849479156312739,0.6568803313275076,1360.134054071635,52.65379993640295
31,1,13.225806451612904,7.137857623013364,100,97.0,0.003400999043469,90,0.9,1356.958371337311,1576.5462355707102,75.21649311270487,0.0,19,2.204538240419442,0,0,0,0.15,0.0,A-n32-k5,random_search,8,0.2695800437278643,0.235687495421048,0.5900743510099852,1332.803921981745,24.154449355566385
31,1,13.225806451612904,7.137857623013364,100,97.0,0.003400999043469,70,0.7,1379.34369012403,1553.5789511313085,83.51772362120239,0.0,19,2.4968199756131897,0,0,0,0.3,0.0,A-n32-k5,random_search,9,0.245502988777497,0.7195589034248229,0.3494122995896276,1303.5471827550475,75.79650736898225
