n_customers,n_depots,avg_demand,demand_std,capacity,area_span,density,iteration,progress,best_fitness,avg_fitness,fitness_std,convergence_rate,stagnation_counter,population_diversity,dynamic_orders,avg_delay,load_imbalance,elite_ratio,improvement_rate,instance,algorithm,demo_id,alpha,beta,gamma,fitness_after,improvement
21,1,1071.4285714285713,615.0051158462073,6000,82.0,0.003271861986912552,5,0.05,560.7686546734797,590.0245066888756,27.243359384477255,0.0,4,2.4912617522700407,0,0,0,0.95,0.0,E-n22-k4,random_search,0,0.4982311747982351,0.549634784369192,0.42903659119993576,448.00947364252613,112.75918103095353
21,1,1071.4285714285713,615.0051158462073,6000,82.0,0.003271861986912552,60,0.6,485.56859838958644,541.3241687252761,18.302889461339113,0.0,19,2.3070352417916875,0,0,0,0.3,0.0,E-n22-k4,random_search,1,0.27521002181680754,0.5251279057602096,0.47118988658324573,485.56859838958644,0.0
21,1,1071.4285714285713,615.0051158462073,6000,82.0,0.003271861986912552,5,0.05,552.7303106366533,591.0387153346321,24.135636274232542,0.0,2,2.151974189907624,0,0,0,0.9,0.03878680830840422,E-n22-k4,random_search,2,0.8563921825133395,0.5081290824464422,0.3637529853838197,508.8235645910304,43.90674604562287
21,1,1071.4285714285713,615.0051158462073,6000,82.0,0.003271861986912552,30,0.3,503.38698114531235,542.9330976466001,25.4305024833959,0.014504698331749742,6,2.615039786330054,0,0,0,0.65,0.0,E-n22-k4,random_search,3,0.5421675884442901,0.5613696053174906,0.6529671298537436,469.6879177285728,33.699063416739534
21,1,1071.4285714285713,615.0051158462073,6000,82.0,0.003271861986912552,50,0.5,525.5864680004372,552.7628394907548,15.31875262184543,0.0,19,2.7287439188677487,0,0,0,0.95,0.0,E-n22-k4,random_search,4,0.5413458276163973,0.37415218972869724,0.9082053872512459,466.64179326395,58.94467473648723
21,1,1071.4285714285713,615.0051158462073,6000,82.0,0.003271861986912552,50,0.5,505.44184510061314,538.4436617568965,19.938589875315323,0.0,12,2.565389405963024,0,0,0,0.7,0.0,E-n22-k4,random_search,5,0.8019458169688759,0.356161967864578,0.9779936461927063,457.23023884220987,48.211606258403265
21,1,1071.4285714285713,615.0051158462073,6000,82.0,0.003271861986912552,80,0.8,443.41969913701973,481.0851454290911,44.754932129358494,0.0,18,2.485091442317494,0,0,0,0.6,0.0,E-n22-k4,random_search,6,0.4546429621889344,0.7498845003978416,0.41483286865094204,443.41969913701973,0.0
21,1,1071.4285714285713,615.0051158462073,6000,82.0,0.003271861986912552,40,0.4,505.4084841244707,538.2612436260009,20.92857113380748,0.002477321973469455,6,2.4842879651273,0,0,0,0.7,0.0,E-n22-k4,random_search,7,0.6921104548795356,0.278485865761186,0.5028760649110293,476.3143584318196,29.09412569265112
21,1,1071.4285714285713,615.0051158462073,6000,82.0,0.003271861986912552,50,0.5,487.56220618756043,547.7892394592822,22.84723350473583,0.0,15,2.119227968538011,0,0,0,0.2,0.0,E-n22-k4,random_search,8,0.4705950417643555,0.6934324099490593,0.41964266344337486,480.4339933660881,7.128212821472346
21,1,1071.4285714285713,615.0051158462073,6000,82.0,0.003271861986912552,60,0.6,502.80032151733604,541.0227858547563,15.356744975616104,0.0,19,2.7113808159382904,0,0,0,0.8,0.0,E-n22-k4,random_search,9,0.6715838423736836,0.7229003815741848,0.629618685885785,502.80032151733604,0.0
