n_customers,n_depots,avg_demand,demand_std,capacity,area_span,density,iteration,progress,best_fitness,avg_fitness,fitness_std,convergence_rate,stagnation_counter,population_diversity,dynamic_orders,avg_delay,load_imbalance,elite_ratio,improvement_rate,instance,algorithm,demo_id,alpha,beta,gamma,fitness_after,improvement
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,5,0.05,456.1500951808349,480.6494487129379,11.394636599909822,0.0,0,1.9803917091086891,0,0,0,1.0,0.023340461563925802,P-n16-k8,random_search,0,0.8668473705931563,0.4893820621657402,0.8479146590752002,410.92958652172695,45.22050865910796
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,70,0.7,422.8939544448058,445.02694042554003,17.14146422564856,0.0047327282412729585,4,1.408149810537318,0,0,0,0.85,0.0,P-n16-k8,random_search,1,0.8147573117582906,0.5113150162318695,0.521150336281555,410.92958652172695,11.96436792307884
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,80,0.8,431.2331839865963,448.8472888429527,12.899820656049435,0.0,19,1.688780664335081,0,0,0,1.0,0.0,P-n16-k8,random_search,2,0.22608931889999972,0.288670023525315,0.9552892243630209,422.1814173187507,9.05176666784564
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,10,0.1,438.67984926264296,468.52090344469354,15.069812292260956,0.04773151919580126,3,2.058484298442665,0,0,0,0.9,0.036944993177202096,P-n16-k8,random_search,3,0.5962861677264353,0.4865035241766397,0.8330027942288054,422.1814173187506,16.498431943892342
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,10,0.1,433.8692341644253,471.23324288348704,17.26747068924806,0.0974231621275884,1,2.081111740903782,0,0,0,0.6,0.018172752526902806,P-n16-k8,random_search,4,0.2968532892039508,0.2393182603510295,0.6185824896882336,410.92958652172695,22.939647642698333
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,5,0.05,453.5149965272935,481.1623416889577,16.232976093486368,0.0,4,1.7751520586163805,0,0,0,0.85,0.0,P-n16-k8,random_search,5,0.2962071784185677,0.6261471208015921,0.8959342545815425,410.92958652172695,42.58541000556653
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,30,0.3,427.58258556060036,456.1874901432263,13.833609934650324,0.01448973125723199,3,1.9151030219519938,0,0,0,0.75,0.01448973125723199,P-n16-k8,random_search,6,0.8000673592432659,0.7853573874970399,0.9110012711419251,410.929586521727,16.65299903887336
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,80,0.8,410.929586521727,429.30522566202274,15.117961416474094,0.0,19,0.8233904950405193,0,0,0,0.9,0.0,P-n16-k8,random_search,7,0.8723327627853884,0.7781479473332924,0.8989494851916824,410.9295865217269,1.1368683772161603e-13
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,10,0.1,460.51472548732465,474.34509625557394,10.447609231915683,0.0,9,1.8562926731382672,0,0,0,1.0,0.0,P-n16-k8,random_search,8,0.27239611345016035,0.6471223056686066,0.39180861842929693,422.1814173187506,38.333308168574035
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,10,0.1,450.1346669141566,477.5725868011982,11.305281643973144,0.06571023040730853,4,2.046718708301396,0,0,0,0.95,0.0,P-n16-k8,random_search,9,0.5661154794516301,0.43706110252873454,0.8508239670150193,410.92958652172695,39.205080392429636
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,50,0.5,427.36054346334504,453.6153351944275,11.36833300126469,0.0,19,1.8890553898830496,0,0,0,1.0,0.0,P-n16-k8,random_search,10,0.6943250478864658,0.342237246190798,0.8808249370874379,416.87437878138434,10.486164681960702
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,60,0.6,422.3817897400416,446.44593033432784,11.288199078552395,0.0,19,1.5952110572827274,0,0,0,0.95,0.0,P-n16-k8,random_search,11,0.213311174378324,0.2916140803048525,0.7812737545769102,416.8743787813843,5.507410958657317
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,80,0.8,424.9049139308223,449.09408520575744,14.10582856625104,0.0,19,1.605758252262947,0,0,0,0.85,0.0,P-n16-k8,random_search,12,0.31075945148552464,0.7577593832043028,0.38063023731998247,423.9144354364636,0.9904784943587401
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,80,0.8,418.2483350718597,441.4928647671395,16.24462299098799,0.0,19,1.7657641474763277,0,0,0,0.85,0.0,P-n16-k8,random_search,13,0.337929567274864,0.3978712277309015,0.9523610584609974,410.929586521727,7.318748550132682
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,5,0.05,443.63712202074515,476.55718235533703,14.760946715508505,0.0,0,1.9721147689575103,0,0,0,0.7,0.03992017817264802,P-n16-k8,random_search,14,0.4738186943138677,0.5685691102829471,0.6130929808357883,410.92958652172695,32.707535499018206
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,90,0.9,416.8743787813844,434.0127171833725,11.99283533663347,0.0,19,1.552228886682815,0,0,0,1.0,0.0,P-n16-k8,random_search,15,0.8558441375552308,0.4671592795996328,0.7727411294733318,416.8743787813843,1.1368683772161603e-13
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,30,0.3,428.83343406913804,454.3168930084379,15.676009996039909,0.0,14,1.5462222307044775,0,0,0,0.8,0.0,P-n16-k8,random_search,16,0.6635175031819618,0.289510510331809,0.6733712015817226,410.9295865217269,17.903847547411146
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,10,0.1,442.83618201163586,472.160961809352,14.583178591479145,0.023567839509080465,6,2.1230940044310347,0,0,0,0.85,0.0,P-n16-k8,random_search,17,0.22344297497814758,0.7590767717317901,0.8330554234739278,422.3817897400416,20.45439227159426
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,30,0.3,428.1262095784079,451.16755963358366,11.994549936755776,0.0,11,1.7778012012436581,0,0,0,0.95,0.0,P-n16-k8,random_search,18,0.575810002780083,0.5849962432179543,0.7969484646998073,410.92958652172695,17.19662305668095
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,40,0.4,425.8141977660988,454.2841509216637,12.237096795784893,0.025760189823549214,2,1.8288277133933817,0,0,0,0.9,0.005016536759874314,P-n16-k8,random_search,19,0.5500224966047829,0.534559154675273,0.9892251636206508,410.929586521727,14.884611244371797
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,30,0.3,410.92958652172695,456.91254776963916,16.115440263955925,0.038447529124839626,0,1.6319231179843947,0,0,0,0.35,0.028291650418089863,P-n16-k8,random_search,20,0.557212641076221,0.36689737033536085,0.3373342491951993,410.9295865217269,5.684341886080802e-14
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,60,0.6,410.929586521727,450.5547069077876,14.384426866142833,0.0,19,1.5538317242466528,0,0,0,0.5,0.0,P-n16-k8,random_search,21,0.24256548518437243,0.21208668289796137,0.4102133260656341,410.92958652172695,5.684341886080802e-14
15,1,16.4,8.138795979750322,35,48.0,0.006944444444444444,50,0.5,424.156488979281,450.640397514971,11.879332125110585,0.0,19,1.5002050241795073,0,0,0,0.9,0.0,P-n16-k8,random_search,22,0.4734023407351521,0.7942653073551935,0.9973855440573933,416.8743787813843,7.2821101978967135
