n_customers,n_depots,avg_demand,demand_std,capacity,area_span,density,iteration,progress,best_fitness,avg_fitness,fitness_std,convergence_rate,stagnation_counter,population_diversity,dynamic_orders,avg_delay,load_imbalance,elite_ratio,improvement_rate,instance,algorithm,demo_id,alpha,beta,gamma,fitness_after,improvement
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,5,0.05,452.9776839542237,483.5529621611093,13.579418389461544,0.0,2,1.95442080125178,0,0,0,0.1,0.0,P-n16-k8,random_search,0,0.7288514442215631,0.2768681796053275,0.615270156526897,410.92958652172695,42.048097432496775
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,70,0.7,430.871814088557,447.58505444375726,8.065036385622298,0.0,19,1.813520865444567,0,0,0,0.1,0.0,P-n16-k8,random_search,1,0.7434887324903766,0.4804289609331749,0.8493344144765311,416.87437878138434,13.99743530717268
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,20,0.2,436.84073580746445,462.9954717313857,11.081502039720988,0.008832214841841,1,2.0778847618551377,0,0,0,0.1,0.008832214841841,P-n16-k8,random_search,2,0.8836565444692742,0.6812155281641562,0.8456342785399302,422.3817897400416,14.458946067422858
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,70,0.7,416.8743787813843,437.1738284869994,17.386016879114653,1.3635623044755166e-16,1,1.643458827279085,0,0,0,0.1,1.3635623044755166e-16,P-n16-k8,random_search,3,0.1936828527200884,0.2526254071464611,0.7605042995283695,416.8743787813843,0.0
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,90,0.9,418.2483350718596,442.60378784397307,15.1202708468459,0.0,19,1.6027013789034936,0,0,0,0.1,0.0,P-n16-k8,random_search,4,0.8091223093789662,0.7526343183771151,0.6525430476281694,418.2483350718596,5.684341886080804e-14
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,50,0.5,422.8939544448058,443.440938006093,13.62527240685757,0.0,11,1.6444251911938192,0,0,0,0.1,0.0,P-n16-k8,random_search,5,0.7822249037055301,0.4088188540457086,0.8973412698008416,410.92958652172695,11.964367923078782
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,90,0.9,430.8718140885569,450.2798238095244,8.981126802944734,0.0,19,1.986789435036624,0,0,0,0.1,0.0,P-n16-k8,random_search,6,0.6692464332774223,0.2902724069344845,0.3331618140038372,416.8743787813843,13.997435307172625
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,90,0.9,416.8743787813842,444.2850319976736,12.42149302555375,0.0,14,1.5604332873390143,0,0,0,0.1,0.0,P-n16-k8,random_search,7,0.3026043795201579,0.2961872149893548,0.896353210456359,410.929586521727,5.94479225965722
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,10,0.1,456.2658659936672,476.9550835489334,9.93175165397713,0.021145333275134,2,1.9808124948082952,0,0,0,0.1,0.021145333275134,P-n16-k8,random_search,8,0.6303277713680762,0.211859867205615,0.5285827898702459,418.2483350718597,38.01753092180752
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,90,0.9,410.9295865217269,437.2853607698801,14.129185845145582,0.0,13,1.286855896997609,0,0,0,0.1,0.0,P-n16-k8,random_search,9,0.6959932206237508,0.6588003371371999,0.8338130643738484,410.9295865217269,0.0
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,50,0.5,422.1814173187507,451.9379420541046,11.87222300385742,0.0224224866479139,3,2.07443573345465,0,0,0,0.1,0.0224224866479139,P-n16-k8,random_search,10,0.4694543291597987,0.5952520458900206,0.6880793163658345,410.92958652172695,11.251830797023729
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,5,0.05,449.67952985928,477.1640397156564,15.068584820853212,0.0,1,1.8793655157386648,0,0,0,0.1,0.0,P-n16-k8,random_search,11,0.7238958750978494,0.4676437357521357,0.9514791419812344,410.929586521727,38.74994333755302
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,30,0.3,430.12005820355176,455.7397449728999,10.724093704437909,0.0,13,1.887046321848542,0,0,0,0.1,0.0,P-n16-k8,random_search,12,0.2018209586632314,0.5301438151449547,0.793519737566935,410.929586521727,19.19047168182476
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,90,0.9,410.929586521727,435.0854062735883,16.356323249593306,0.0,19,1.0872241133393306,0,0,0,0.1,0.0,P-n16-k8,random_search,13,0.112644444352107,0.4863203799697548,0.6460201734742324,410.929586521727,0.0
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,60,0.6,416.8743787813843,438.8304663398333,13.827196684237752,0.0032850251280474,7,1.3964930969800615,0,0,0,0.1,0.0032850251280474,P-n16-k8,random_search,14,0.5661154794516301,0.4370611025287345,0.8508239670150193,416.8743787813843,0.0
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,50,0.5,416.8743787813843,445.6504077355604,15.170686053233707,0.0,9,1.6761610279291277,0,0,0,0.1,0.0,P-n16-k8,random_search,15,0.4527701054384294,0.6457437859148494,0.4659434538892642,410.92958652172695,5.9447922596573335
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,30,0.3,424.15648897928105,451.5592312341875,12.25268110968116,0.0,11,1.8662610376718975,0,0,0,0.1,0.0,P-n16-k8,random_search,16,0.8615430320647264,0.2072311178095551,0.8341135077437236,416.8743787813844,7.282110197896657
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,5,0.05,442.3991537419701,474.9357861221824,14.313549052418548,0.0,3,1.6343778343779638,0,0,0,0.1,0.0,P-n16-k8,random_search,17,0.3516652552286741,0.6643636631825938,0.8353296815528539,416.8743787813843,25.52477496058583
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,70,0.7,422.89395444480584,448.23358695482375,10.68230484470624,0.0193380979281217,0,1.2597557552506633,0,0,0,0.1,0.0193380979281217,P-n16-k8,random_search,18,0.6744498693074004,0.465593609096155,0.4094039253726825,410.929586521727,11.96436792307884
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,50,0.5,429.70053829017434,446.74546551006034,11.75450794782462,0.0020959169482097,7,1.6067557258134078,0,0,0,0.1,0.0020959169482097,P-n16-k8,random_search,19,0.1991407142028119,0.5331533719400336,0.7175115695521913,416.87437878138434,12.82615950879
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,50,0.5,410.929586521727,441.45905810694256,16.70196862463431,0.0,9,1.378032851576999,0,0,0,0.1,0.0,P-n16-k8,random_search,20,0.8655772677046236,0.5525130683173246,0.7650414079039777,410.92958652172695,5.684341886080804e-14
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,60,0.6,422.1814173187507,443.8372670885311,15.64123227847061,0.0,9,1.4781159536330886,0,0,0,0.1,0.0,P-n16-k8,random_search,21,0.4709757823972742,0.2185968730886807,0.7323686223875472,418.2483350718596,3.933082246891047
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,10,0.1,443.9288748878922,471.2461888334481,13.921136607031949,0.061812091007599,3,2.082338569740297,0,0,0,0.1,0.061812091007599,P-n16-k8,random_search,22,0.691337857541378,0.3432711976152099,0.7699824669211223,418.24833507185974,25.68053981603248
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,40,0.4,422.89395444480584,447.3145405514597,13.618483766574744,0.0,19,1.445505517809896,0,0,0,0.1,0.0,P-n16-k8,random_search,23,0.1193834832700679,0.7648201407621482,0.3758156848322957,410.9295865217269,11.964367923078951
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,50,0.5,422.8939544448058,450.5447851849073,14.086237335661826,0.0,19,1.6227768288108548,0,0,0,0.1,0.0,P-n16-k8,random_search,24,0.6206498120352278,0.2769092439096824,0.9514159896138328,410.9295865217269,11.964367923078896
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,60,0.6,424.9049139308224,453.3287441464022,11.55684766730358,0.0,11,1.7154834422115617,0,0,0,0.1,0.0,P-n16-k8,random_search,25,0.6585521957741729,0.3671636315800706,0.7962611633151325,424.9049139308224,0.0
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,60,0.6,422.3817897400416,446.0357688054402,15.998604528269984,0.0,19,1.358693758399896,0,0,0,0.1,0.0,P-n16-k8,random_search,26,0.3830869114586671,0.2742723986702826,0.4302971278729671,410.92958652172695,11.45220321831465
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,5,0.05,445.123448518576,474.19119902553047,13.43339841189705,0.0,0,1.8955102987731824,0,0,0,0.1,0.0,P-n16-k8,random_search,27,0.7050353773627605,0.4981877362760767,0.6354558290222843,410.9295865217269,34.19386199684908
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,30,0.3,422.38178974004165,454.0567321796686,16.91167579715481,0.0310802302204748,4,1.762861746440593,0,0,0,0.1,0.0310802302204748,P-n16-k8,random_search,28,0.6183707007166307,0.2412964491897474,0.8840959265058095,422.3817897400416,5.684341886080804e-14
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,50,0.5,435.8788033595424,452.6451540865668,8.599849886131484,0.0,19,1.6423385070428378,0,0,0,0.1,0.0,P-n16-k8,random_search,29,0.1589696552893215,0.6594434645090366,0.8544162699808411,410.92958652172695,24.94921683781547
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,50,0.5,416.8743787813844,443.59110328054624,15.862413685741087,0.0,19,1.838207837693164,0,0,0,0.1,0.0,P-n16-k8,random_search,30,0.6141837846328764,0.3138608823264609,0.3744720781086854,416.8743787813843,1.1368683772161605e-13
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,60,0.6,410.929586521727,441.3778223210573,14.447485659905809,0.0,19,1.6267439549543616,0,0,0,0.1,0.0,P-n16-k8,random_search,31,0.3040139701627414,0.6348417310707754,0.8570565033637187,410.929586521727,0.0
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,30,0.3,410.92958652172695,445.600147186398,17.671464341831545,0.0142603924881013,5,1.721082904185359,0,0,0,0.1,0.0142603924881013,P-n16-k8,random_search,32,0.4500290854172036,0.6237464670099482,0.3570097368685725,410.92958652172695,0.0
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,80,0.8,410.9295865217269,443.35232789085546,20.18059802829746,0.0,19,1.5805246920463767,0,0,0,0.1,0.0,P-n16-k8,random_search,33,0.4605547550939093,0.4216826277087517,0.4919416816053799,410.9295865217268,5.684341886080804e-14
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,10,0.1,418.2483350718597,457.9115706024055,16.464017010308424,0.1027066341169477,1,1.7774687702314438,0,0,0,0.1,0.1027066341169477,P-n16-k8,random_search,34,0.2520487092865049,0.2369743990265672,0.6141644686405523,410.92958652172706,7.318748550132625
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,60,0.6,416.8743787813842,437.0054616281388,19.217418367840075,0.0,19,1.590701687575384,0,0,0,0.1,0.0,P-n16-k8,random_search,35,0.167475915550649,0.2391663406871959,0.3524451873816281,410.929586521727,5.94479225965722
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,70,0.7,418.2483350718596,448.5718935803563,16.11649673771174,0.0,19,1.7735207605378511,0,0,0,0.1,0.0,P-n16-k8,random_search,36,0.7492773956773304,0.2764560026435598,0.3872271778556784,418.2483350718596,0.0
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,50,0.5,422.89395444480584,451.94025773258545,14.46682787063671,0.0,19,1.9394808083468624,0,0,0,0.1,0.0,P-n16-k8,random_search,37,0.2931912484974351,0.7186702291572713,0.4961406337169982,416.8743787813843,6.019575663421563
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,50,0.5,428.1262095784079,448.5972368881978,13.535383139993774,0.0,19,1.764524242757337,0,0,0,0.1,0.0,P-n16-k8,random_search,38,0.4827947505131879,0.5149462279729482,0.8430080698155944,416.8743787813843,11.251830797023617
15,1,16.4,8.138795979750322,35,48.0,0.0069444444444444,5,0.05,459.8869736745983,478.8697304916335,15.752295087043231,0.0,3,1.9585497871590576,0,0,0,0.1,0.0,P-n16-k8,random_search,39,0.4928654611956643,0.2100955635516948,0.4919608756732595,422.8939544448058,36.99301922979254
